id,cue,response,response_position,response_level,gender,education
139,intelligence,competence,5,1,female,high school
140,intelligence,neurons,1,1,female,high school
140,intelligence,synapse,2,1,female,high school
140,intelligence,consciousness,3,1,female,high school
140,intelligence,awareness,4,1,female,high school
140,intelligence,curiosity,5,1,female,high school
141,intelligence,brain,1,1,female,high school
141,intelligence,learning,2,1,female,high school
141,intelligence,iq,3,1,female,high school
141,intelligence,knowledge,4,1,female,high school
141,intelligence,wisdom,5,1,female,high school
142,intelligence,creativity,1,1,female,high school
142,intelligence,thought,2,1,female,high school
142,intelligence,understanding,3,1,female,high school
142,intelligence,cognition,4,1,female,high school
142,intelligence,insight,5,1,female,high school
143,intelligence,smart,1,1,female,high school
143,intelligence,education,2,1,female,high school
143,intelligence,problem-solving,3,1,female,high school
143,intelligence,analytical,4,1,female,high school
143,intelligence,genius,5,1,female,high school
144,intelligence,books,1,1,female,high school
144,intelligence,curiosity,2,1,female,high school
144,intelligence,expertise,3,1,female,high school
144,intelligence,reason,4,1,female,high school
144,intelligence,intellect,5,1,female,high school
145,intelligence,innovation,1,1,female,high school
145,intelligence,comprehension,2,1,female,high school
145,intelligence,logic,3,1,female,high school
145,intelligence,aptitude,4,1,female,high school
145,intelligence,clever,5,1,female,high school
146,intelligence,intelligence tests,1,1,female,high school
146,intelligence,consciousness,2,1,female,high school
146,intelligence,perception,3,1,female,high school
146,intelligence,mental,4,1,female,high school
146,intelligence,savvy,5,1,female,high school
147,intelligence,research,1,1,female,high school
147,intelligence,science,2,1,female,high school
147,intelligence,philosophy,3,1,female,high school
147,intelligence,intelligence agencies,4,1,female,high school
147,intelligence,sharp,5,1,female,high school
148,intelligence,memory,1,1,female,high school
148,intelligence,adaptability,2,1,female,high school
148,intelligence,acumen,3,1,female,high school
148,intelligence,neuroscience,4,1,female,high school
148,intelligence,information,5,1,female,high school
149,intelligence,puzzles,1,1,female,high school
149,intelligence,strategy,2,1,female,high school
149,intelligence,skill,3,1,female,high school
149,intelligence,erudition,4,1,female,high school
149,intelligence,reflection,5,1,female,high school
150,intelligence,chess,1,1,female,high school
150,intelligence,artificial intelligence,2,1,female,high school
150,intelligence,data,3,1,female,high school
150,intelligence,mastery,4,1,female,high school
150,intelligence,foresight,5,1,female,high school
151,intelligence,brain,1,1,female,high school
151,intelligence,smart,2,1,female,high school
151,intelligence,genius,3,1,female,high school
151,intelligence,iq,4,1,female,high school
151,intelligence,knowledge,5,1,female,high school
152,intelligence,creativity,1,1,female,high school
152,intelligence,wisdom,2,1,female,high school
152,intelligence,innovation,3,1,female,high school
152,intelligence,learning,4,1,female,high school
152,intelligence,understanding,5,1,female,high school
153,intelligence,analytical,1,1,female,high school
153,intelligence,critical-thinking,2,1,female,high school
153,intelligence,perception,3,1,female,high school
153,intelligence,insight,4,1,female,high school
153,intelligence,comprehension,5,1,female,high school
154,intelligence,education,1,1,female,high school
154,intelligence,books,2,1,female,high school
154,intelligence,scholar,3,1,female,high school
154,intelligence,academic,4,1,female,high school
154,intelligence,expertise,5,1,female,high school
155,intelligence,logical,1,1,female,high school
155,intelligence,problem-solving,2,1,female,high school
155,intelligence,reasoning,3,1,female,high school
155,intelligence,cognitive,4,1,female,high school
155,intelligence,mental,5,1,female,high school
156,intelligence,intuition,1,1,female,high school
156,intelligence,savvy,2,1,female,high school
156,intelligence,sharpness,3,1,female,high school
156,intelligence,brilliance,4,1,female,high school
156,intelligence,aptitude,5,1,female,high school
157,intelligence,artificial,1,1,female,high school
157,intelligence,technology,2,1,female,high school
157,intelligence,data,3,1,female,high school
157,intelligence,computer,4,1,female,high school
157,intelligence,systems,5,1,female,high school
158,intelligence,memory,1,1,female,high school
158,intelligence,intelligence tests,2,1,female,high school
158,intelligence,mensa,3,1,female,high school
158,intelligence,puzzles,4,1,female,high school
158,intelligence,chess,5,1,female,high school
159,intelligence,neuroscience,1,1,female,high school
159,intelligence,neurons,2,1,female,high school
159,intelligence,synapses,3,1,female,high school
159,intelligence,cognitive science,4,1,female,high school
159,intelligence,psychology,5,1,female,high school
160,intelligence,adaptability,1,1,female,high school
160,intelligence,resourcefulness,2,1,female,high school
160,intelligence,curiosity,3,1,female,high school
160,intelligence,open-mindedness,4,1,female,high school
160,intelligence,perception,5,1,female,high school
161,intelligence,brains,1,1,female,high school
161,intelligence,learning,2,1,female,high school
161,intelligence,wisdom,3,1,female,high school
161,intelligence,insight,4,1,female,high school
161,intelligence,curiosity,5,1,female,high school
162,intelligence,iq,1,1,female,high school
162,intelligence,knowledge,2,1,female,high school
162,intelligence,understanding,3,1,female,high school
162,intelligence,education,4,1,female,high school
162,intelligence,analysis,5,1,female,high school
163,intelligence,creativity,1,1,female,high school
163,intelligence,problem-solving,2,1,female,high school
163,intelligence,innovation,3,1,female,high school
163,intelligence,adeptness,4,1,female,high school
163,intelligence,acumen,5,1,female,high school
164,intelligence,genius,1,1,female,high school
164,intelligence,intellect,2,1,female,high school
164,intelligence,savvy,3,1,female,high school
164,intelligence,smart,4,1,female,high school
164,intelligence,quick,5,1,female,high school
165,intelligence,cognition,1,1,female,high school
165,intelligence,perception,2,1,female,high school
165,intelligence,comprehension,3,1,female,high school
165,intelligence,aptitude,4,1,female,high school
165,intelligence,logic,5,1,female,high school
166,intelligence,algorithm,1,1,female,high school
166,intelligence,neuroscience,2,1,female,high school
166,intelligence,artificial,3,1,female,high school
166,intelligence,computing,4,1,female,high school
166,intelligence,data,5,1,female,high school
167,intelligence,academia,1,1,female,high school
167,intelligence,scholarship,2,1,female,high school
167,intelligence,research,3,1,female,high school
167,intelligence,intelligence quotient,4,1,female,high school
167,intelligence,expertise,5,1,female,high school
168,intelligence,reasoning,1,1,female,high school
168,intelligence,analytical,2,1,female,high school
168,intelligence,critical thinking,3,1,female,high school
168,intelligence,intelligence agency,4,1,female,high school
168,intelligence,strategy,5,1,female,high school
169,intelligence,linguistics,1,1,female,high school
169,intelligence,mathematics,2,1,female,high school
169,intelligence,philosophy,3,1,female,high school
169,intelligence,physics,4,1,female,high school
169,intelligence,psychology,5,1,female,high school
170,intelligence,memory,1,1,female,high school
170,intelligence,consciousness,2,1,female,high school
170,intelligence,awareness,3,1,female,high school
170,intelligence,mental capacity,4,1,female,high school
170,intelligence,intellectual,5,1,female,high school
171,intelligence,wisdom,1,1,female,high school
171,intelligence,learning,2,1,female,high school
171,intelligence,brainpower,3,1,female,high school
171,intelligence,insight,4,1,female,high school
171,intelligence,creativity,5,1,female,high school
172,intelligence,knowledge,1,1,female,high school
172,intelligence,understanding,2,1,female,high school
172,intelligence,acumen,3,1,female,high school
172,intelligence,intellect,4,1,female,high school
172,intelligence,perception,5,1,female,high school
173,intelligence,analysis,1,1,female,high school
173,intelligence,problem-solving,2,1,female,high school
173,intelligence,aptitude,3,1,female,high school
173,intelligence,innovation,4,1,female,high school
173,intelligence,iq,5,1,female,high school
174,intelligence,comprehension,1,1,female,high school
174,intelligence,awareness,2,1,female,high school
174,intelligence,genius,3,1,female,high school
174,intelligence,thought,4,1,female,high school
174,intelligence,smart,5,1,female,high school
175,intelligence,acuity,1,1,female,high school
175,intelligence,reason,2,1,female,high school
175,intelligence,logic,3,1,female,high school
175,intelligence,education,4,1,female,high school
175,intelligence,shrewdness,5,1,female,high school
176,intelligence,cognition,1,1,female,high school
176,intelligence,expertise,2,1,female,high school
176,intelligence,enlightenment,3,1,female,high school
176,intelligence,savvy,4,1,female,high school
176,intelligence,intuition,5,1,female,high school
177,intelligence,mental,1,1,female,high school
177,intelligence,capacity,2,1,female,high school
177,intelligence,agility,3,1,female,high school
177,intelligence,intelligence tests,4,1,female,high school
177,intelligence,memory,5,1,female,high school
178,intelligence,genius,1,1,female,high school
178,intelligence,curiosity,2,1,female,high school
178,intelligence,brilliance,3,1,female,high school
178,intelligence,reasoning,4,1,female,high school
178,intelligence,sagacity,5,1,female,high school
179,intelligence,book-smart,1,1,female,high school
179,intelligence,street-smart,2,1,female,high school
179,intelligence,astuteness,3,1,female,high school
179,intelligence,cleverness,4,1,female,high school
179,intelligence,quick-witted,5,1,female,high school
180,intelligence,academic,1,1,female,high school
180,intelligence,higher intelligence,2,1,female,high school
180,intelligence,neuroscience,3,1,female,high school
180,intelligence,mental faculties,4,1,female,high school
180,intelligence,giftedness,5,1,female,high school
181,intelligence,brain,1,1,female,high school
181,intelligence,iq,2,1,female,high school
181,intelligence,knowledge,3,1,female,high school
181,intelligence,wisdom,4,1,female,high school
181,intelligence,learning,5,1,female,high school
182,intelligence,genius,1,1,female,high school
182,intelligence,smart,2,1,female,high school
182,intelligence,cognitive,3,1,female,high school
182,intelligence,understanding,4,1,female,high school
182,intelligence,insight,5,1,female,high school
183,intelligence,books,1,1,female,high school
183,intelligence,education,2,1,female,high school
183,intelligence,thought,3,1,female,high school
