response,response_correct,response_frequency,spelling_check,acronym_check,acronym_candidate
Cyber insurance,,1,likely misspelled,,
Cyber police,,1,likely misspelled,,
Cyber warfare,,2,likely misspelled,,
Cybernetics,,2,,,
Cyberpunk,,2,,,
Cybersecurity,,17,likely misspelled,,
Cybertruck,,1,likely misspelled,,
D Printing,,5,,,
D printer,,1,,,
D printing,,24,,,
D puzzles,,2,,,
DARPA,,1,likely misspelled,likely an acronym,U.S. Defense Advanced Research Projects Agency
DGSE,,2,likely misspelled,likely an acronym,
DIY,,2,likely misspelled,likely an acronym,Do It Yourself
DIY Projects,,2,likely misspelled,,
DIY kits,,1,likely misspelled,,
DIY projects,,6,likely misspelled,,
DIY savvy,,1,likely misspelled,,
DJing,,1,likely misspelled,,
DNA,,8,,likely an acronym,U.S. Defense Nuclear Agency
DNA evidence,,1,,,
DNA sequencing,,1,,,
DNA testing,,1,,,
Da Vinci,,10,likely misspelled,,
Dalai Lama,,3,,,
Dali,,1,,,
Dance,,1,,,
Dance recitals,,1,,,
Dark Matter,,2,,,
Dark energy,,1,,,
Darwin,,3,,,
Dashboard,,4,,,
Dashboards,,4,,,
Data,,13,,,
Data Analysis,,6,,,
Data Analytics,,2,likely misspelled,,
Data Cleaning,,2,,,
Data Collection,,3,,,
Data Governance,,1,,,
Data Integrity,,1,,,
Data Interpretation,,2,,,
Data Mining,,6,,,
Data Privacy,,2,,,
Data Processing,,1,,,
Data Science,,6,,,
Data Security,,1,,,
Data Storytelling,,1,,,
Data Structures,,1,,,
Data Visualization,,2,,,
Data Warehousing,,1,,,
Data analysis,,8,,,
Data backup,,1,,,
Data cleaning,,1,,,
Data collection,,3,,,
Data entry,,1,,,
Data gathering,,1,,,
Data interpretation,,1,,,
Data mining,,2,,,
Data science,,3,,,
Data visualization,,1,,,
Data warehousing,,1,,,
Database Management,,1,,,
Databases,,3,,,
David Attenborough,,1,likely misspelled,,
De Beauvoir,,1,likely misspelled,,
Dead Drops,,1,,,
Deadlines,,2,,,
Dean s List,,2,,,
Dean s list,,1,,,
Debate,,18,,,
Debate Club,,1,,,
Debate Team,,1,,,
Debate Tournament,,1,,,
Debate club,,2,,,
Debate team,,1,,,
Debates,,3,,,
Debating,,1,,,
Debt,,3,,,
Debugging,,1,,,
Decimals,,1,,,
Decision,,1,,,
Decision Making,,8,,,
Decision Theory,,1,,,
Decision Trees,,3,,,
Decision making,,17,,,
Decisions,,1,,,
Decorating,,2,,,
Dedication,,1,,,
Deduction,,6,,,
Deductive Logic,,1,,,
Deductive arguments,,1,,,
Deductive reasoning,,5,,,
Deep Blue,,3,,,
Deep Learning,,2,,,
Deep learning,,2,,,
Deep thinking,,1,,,
Defender of the Crown,,1,,,
Defense mechanisms,,1,,,
Degree,,10,,,
Degrees,,4,,,
Deleuze,,1,likely misspelled,,
Delivery robots,,1,,,
Dell,,1,,,
Demand forecasting,,1,,,
Dementia,,2,,,
Democracy,,1,,,
Department,,1,,,
Depression,,3,,,
Derivatives,,4,,,
Derrida,,4,,,
Descartes,,6,,,
Descartes Evil Demon,,1,,,
Design,,6,,,
Design thinking,,2,,,
Detail observation,,1,,,
Detail oriented,,1,,,
Detective,,2,,,
Detective Pikachu,,1,likely misspelled,,
Detective Series,,1,,,
Detective Work,,1,,,
Detective puzzles,,1,,,
Detective stories,,1,,,
Detention,,2,,,
Determination,,2,,,
Determinism,,1,,,
Development,,5,,,
Developmental psychology,,1,,,
Devious,,1,,,
Dewey,,1,,,
Diagnosis,,1,,,
Dialectics,,1,,,
Dialects,,1,,,
Diaries,,1,,,
Dick Tracy,,1,,,
Dickens,,1,,,
Dictionary,,3,,,
Dietitian,,1,,,
Differential,,1,,,
Differential equations,,1,,,
Difficult,,1,,,
Diffie Hellman,,1,likely misspelled,,
Digital Art,,1,,,
Digital Currency,,2,,,
Digital Era,,1,,,
Digital Health,,1,,,
Digital Marketing,,3,,,
Digital Media,,1,,,
Digital Twins,,1,,,
Digital camera,,1,,,
Digital content,,1,,,
Digital library,,1,,,
Digital literacy,,2,,,
Digital transformation,,2,,,
Diligence,,1,,,
Dinosaurs,,3,,,
Dinosaurs fossils,,1,,,
Diploma,,15,,,
Diplomacy,,4,,,
Dirac,,1,,,
Dirac Equation,,1,,,
Disabilities Advocate,,1,,,
Disagreement,,1,,,
Discerning,,1,,,
Discernment,,1,,,
Discipline,,2,,,
Discipline specific Journals,,1,,,
Disciplines,,1,,,
Discord,,1,,,
Discoveries,,7,,,
Discovering feminism,,1,,,
Discovery,,18,,,
Discovery of Australia by Europeans,,1,,,
Discovery of penicillin,,1,,,
Discrete math,,1,,,
Discrete mathematics,,1,,,
Discrimination,,1,,,
Discussion,,17,,,
Discussion boards,,1,,,
Discussion group,,1,,,
Discussions,,3,,,
Diseases,,1,,,
Disruption,,2,,,
Dissertation,,6,,,
Dissertation defense,,1,,,
Distance learning,,1,,,
Distillation,,1,,,
Distinction,,1,,,
Distributed Systems,,1,,,
Diverse topics,,1,,,
Diversity,,3,,,
Diversity and inclusion,,1,,,
Diversity scholarships,,2,,,
Divine creation,,1,,,
Division,,2,,,
Doctor Who,,1,,,
Doctorate,,2,,,
Doctorates,,1,,,
Doctors,,1,,,
Documentaries,,3,,,
Dogecoin,,2,likely misspelled,,
Dominoes,,1,,,
Dopamine,,1,,,
Doppler effect,,2,,,
Dorm life,,1,,,
Dormitory,,1,,,
Dorms,,2,,,
Dorothy Hodgkin,,1,,,
Dostoevsky,,1,,,
Dota,,2,likely misspelled,,
Double Nobel,,1,,,
Double agents,,1,,,
Download speed,,1,,,
Dr John Watson,,1,,,
Drama,,1,,,
Drawing,,5,,,
Dreams,,8,,,
Dress,,1,,,
Driverless cars,,1,likely misspelled,,
Driving test,,1,,,
Drone,,1,,,
Drone strikes,,1,,,
Drones,,6,,,
Drug Discovery,,1,,,
Drug trials,,1,,,
Dual enrollment,,1,,,
Dumbledore,,1,,,
Dungeons Dragons,,3,,,
Dungeons and Dragons,,1,,,
Duolingo,,2,likely misspelled,,
Dust,,1,,,
E Commerce,,2,,,
E books,,16,,,
E commerce,,8,,,
E commerce Analytics,,1,likely misspelled,,
E learning,,6,,,
E reader,,1,,,
E voting systems,,1,,,
E=mc,,29,likely misspelled,,
E=mc^,,24,likely misspelled,,
EEG,,2,,likely an acronym,ElectroEncephaloGram
ELO ratings,,1,likely misspelled,,
EQ tests,,1,likely misspelled,,
EVE Online,,1,,,
Eager learner,,1,,,
Early Career Researchers,,1,,,
Early admission,,1,,,
Early childhood education,,1,,,
Early development,,1,,,
Early mornings,,1,,,
Earth,,1,,,
Earth Science,,1,,,
Earthquakes,,1,,,
Eastern philosophy,,1,,,
Ecology,,4,,,
Econometrics,,2,,,
Economic Insights,,1,,,
Economic Principles,,1,,,
Economic Sciences,,3,,,
Economic games,,1,,,
Economics,,8,,,
Economist,,1,,,
Ecosystems,,2,,,
EdTech,,1,likely misspelled,,
Eddie Redmayne The Theory of Everything,,1,likely misspelled,,
Edgar Allan Poe,,1,,,
Edge Computing,,1,,,
Edison,,4,,,
Educated,,2,,,
Education,,71,,,
Education Reforms,,1,,,
Education System,,1,,,
Education Technology,,2,,,
Education assessment,,1,,,
Education inequality,,1,,,
Education level,,1,,,
Education philosophy,,1,,,
Education policy,,2,,,
Education reform,,2,,,
Education system,,4,,,
Education technology,,1,,,
Educational Impact,,1,,,
Educational Reform,,1,,,
Educational Theory,,1,,,
Educational achievement,,1,,,
Educational assessments,,1,,,
Educational background,,1,,,
Educational goals,,1,,,
Educational psychology,,4,,,
Educational reform,,1,,,
Educational resources,,1,,,
Edward Snowden,,3,likely misspelled,,
Efficiency,,2,,,
Efficient Coding,,1,,,
Egyptology,,1,,,
Einstein,,102,,,
Einstein Rosen Bridge,,3,likely misspelled,,
Einstein s equation,,1,,,
Einstein s successor,,1,,,
Einstein s theory,,1,,,
Elections,,1,,,
Electives,,5,,,
Electric Cars,,1,,,
Electric Vehicles,,3,,,
Electric car,,1,,,
Electric cars,,1,,,
Electric guitar,,1,,,
Electric vehicle,,2,,,
Electrical Engineering,,1,,,
Electrical circuits,,1,,,
Electrical repairs,,1,,,
Electrician,,1,,,
Electricity,,2,,,
Electromagnetism,,1,,,
Electronic health records,,1,,,
Electrophysiology,,1,likely misspelled,,
Elementary,,2,,,
Elevate,,1,,,
Elite,,2,,,
Elite club,,1,,,
Elite group,,1,,,
Elite institutions,,1,,,
Elite intellects,,1,,,
Elite network,,1,,,
Elite organization,,2,,,
Elite society,,1,,,
Elo rating,,4,likely misspelled,,
Elocution,,1,,,
Elon Musk,,63,likely misspelled,,
Elon Musk and robotics,,1,likely misspelled,,
Elon Musk s tweets,,1,likely misspelled,,
Elon Musk warnings,,2,likely misspelled,,
Eloquence,,2,,,
Eloquence in literature,,1,,,
Elsevier,,1,likely misspelled,,
Email,,4,,,
Email hacking,,1,,,
Emails,,1,,,
Emigration to USA,,1,,,
Emily Dickinson,,3,,,
Eminent,,1,,,
Emmeline Pankhurst,,2,likely misspelled,,
Emotion,,4,,,
Emotion regulation,,1,,,
Emotional Intelligence,,1,,,
Emotional intelligence,,16,,,
Emotional support,,1,,,
Emotional vocabulary,,1,,,
Emotions,,2,,,
Empathy,,8,,,
Empirical Study,,1,,,
Empirical evidence,,5,,,
Empirical research,,1,,,
Empiricism,,3,,,
Employability,,1,likely misspelled,,
Employment,,1,,,
Employment opportunities,,2,,,
Empowerment,,6,,,
Encryption,,6,,,
Encryption algorithms,,2,,,
Encyclopedia,,2,,,
Encyclopedias,,1,,,
Ender s Game,,1,likely misspelled,,
Endgame,,1,,,
Endnotes,,1,likely misspelled,,
Energy,,4,,,
Energy Usage,,1,,,
Energy consumption,,1,,,
Energy equation,,1,,,
Engagement,,2,,,
Engagement rates,,1,,,
Engineer,,1,,,
Engineering,,21,,,
Engineers,,2,,,
English,,15,,,
English Class,,2,,,
English Essays,,1,,,
English Literature,,1,,,
English class,,4,,,
English classes,,2,,,
English essays,,1,,,
English literature,,2,,,
English scientist,,2,,,
English teacher,,1,,,
Enigma,,1,,,
Enigma machine,,3,,,
Enlightenment,,8,,,
Enlightenment thinkers,,1,,,
Enrichment programs,,1,,,
Enron The Smartest Guys in the Room,,1,,,
Entanglement,,1,,,
Entertainment,,2,,,
Entrepreneur,,2,,,
Entrepreneurship,,9,,,
Environment,,2,,,
Environmental Activism,,1,,,
Environmental Monitoring,,1,,,
Environmental Protection,,1,,,
Environmental Science,,2,,,
Environmental Sustainability,,2,,,
Environmental agreements,,1,,,
Environmental history,,1,,,
Environmental modeling,,1,,,
Environmental philosophy,,1,,,
Environmental policy,,1,,,
Environmental science,,2,,,
Environmental sustainability,,2,,,
Environmentalist,,1,,,
Epicureanism,,1,likely misspelled,,
Epidemiology,,2,,,
Epiphany,,1,,,
Epistemology,,2,,,
Equality,,4,,,
Equation,,1,,,
Equations,,4,,,
Equity,,2,,,
Erlenmeyer Flask,,1,,,
Ernest Hemingway,,1,,,
Escape,,1,,,
Escape rooms,,3,,,
Escapism,,1,,,
Espionage,,2,,,
Espionage Thriller,,1,,,
Espionage activities,,1,,,
Essay,,3,,,
Essay writing,,2,,,
Essays,,22,,,
Ethereum,,2,likely misspelled,,
Ethernet,,1,,,
Ethical Hacking,,1,,,
Ethical Reasoning,,1,,,
Ethical hacking,,1,,,
Ethical leadership,,1,,,
Ethical shopping,,1,,,
Ethics,,13,,,
Ethos,,1,,,
Etymology,,2,,,
Europa Universalis,,1,likely misspelled,,
European history,,1,,,
Evaluate,,1,,,
Evaluation,,8,,,
Evaluative judgement,,1,likely misspelled,,
Event planning,,1,,,
Everest,,1,,,
Evidence,,12,,,
Evidence Based,,1,,,
Evidence Based Practice,,1,,,
Evidence based reasoning,,1,,,
Evolution,,3,,,
Evolutionary Game Theory,,1,,,
Evolutionary Psychology,,1,,,
Evolutionary biology,,2,,,
Ex Machina,,1,likely misspelled,,
Exam,,2,,,
Examinations,,1,,,
Exams,,27,,,
Excel,,9,,,
Excel spreadsheets,,2,,,
Excellence,,2,,,
Exceptional,,1,,,
Exceptional Brain,,1,,,
Exceptional reasoning,,1,,,
Excluded Middle,,1,,,
Exclusive,,1,,,
Exclusive club,,3,,,
Exclusive membership,,1,,,
Execution,,1,,,
Executive coaching,,1,,,
Executive functions,,1,,,
Exhibits,,1,,,
Existentialism,,1,,,
Exit Strategy,,1,,,
Exoskeletons,,2,,,
Expenses,,1,,,
Experience,,3,,,
Experiences,,1,,,
Experiment,,8,,,
Experiment Design,,1,,,
Experiment variables,,1,,,
Experimental design,,2,,,
Experimental method,,1,,,
Experimental methods,,2,,,
Experimentation,,16,,,
Experiments,,5,,,
Expert,,4,,,
Expert Speakers,,1,,,
Expert network,,1,,,
Expert presentations,,1,,,
Expert system,,1,,,
Expert witness,,1,,,
Expertise,,6,,,
Explanation,,2,,,
Explanations,,2,,,
Exploration,,6,,,
Exploration of Mars,,1,,,
Exponents,,2,,,
Expression,,4,,,
Extensive Form Games,,1,,,
Extracurricular activities,,1,,,
Extracurriculars,,2,likely misspelled,,
Extraordinary,,1,,,
Extraordinary Talent,,1,,,
Extraordinary mind,,1,,,
Extraterrestrial Life,,1,,,
Extreme Sports,,1,,,
Eye Contact,,1,,,
Eye strain,,2,,,
Eyeglasses,,1,,,
F Scott Fitzgerald,,2,,,
FAFSA,,5,likely misspelled,likely an acronym,Free Application for Federal Student Aid
FBI,,15,,likely an acronym,Federal Bureau of Investigation
FBI Most Wanted,,1,,,
FBI agents,,1,,,
FDA Approval,,1,,,
FDA approval,,1,,,
FIDE,,5,likely misspelled,likely an acronym,
FIDE ratings,,1,likely misspelled,,
FSB,,2,likely misspelled,likely an acronym,Federal'naya Sluzhba Bezopasnosti Rossiyskoi Federatsii
FTL Faster Than Light,,1,likely misspelled,,
Fables,,1,,,
Facebook,,12,,,
Facebook algorithms,,3,,,
Facial Recognition,,2,,,
Facial recognition,,2,,,
Facilitation,,1,,,
Fact Checking,,1,,,
Fact checking,,2,,,
Factoids,,1,,,
Factor Analysis,,1,,,
Factor analysis,,1,,,
Facts,,4,,,
Fahrenheit,,2,,,
Failure,,2,,,
Fair trade,,1,,,
Faith and science,,1,,,
Falcon Heavy,,4,,,
Fall Guys,,1,,,
Fall of Berlin Wall,,1,,,
Fallacies,,2,,,
Fallout Shelter,,1,,,
Falsifiability,,1,likely misspelled,,
Famous Equation,,1,,,
Famous scientist,,2,,,
Fantasy,,11,,,
Fantasy football,,1,,,
Fashion,,3,,,
Fashion trends,,1,,,
Fast paced video games,,1,,,
Fast reactions,,1,,,
Fastweb,,1,likely misspelled,,
Favorite teachers,,1,,,
Favorites,,1,,,
Fear,,1,,,
Feedback,,3,,,
Feedback Forms,,1,,,
Fellow Students,,1,,,
Fellow students,,1,,,
Fellowship,,2,,,
Fellowships,,4,,,
Female Pioneer,,1,,,
Female empowerment,,1,,,
Feminism,,5,,,
Feminist philosophy,,1,,,
Feminist publications,,1,,,
Feminist theory,,1,,,
Fence,,1,,,
Fermat s Last Theorem,,1,,,
Fertility labs,,1,,,
Feudal Japan,,2,,,
Feynman,,5,,,
Feynman Diagrams,,1,,,
Fiber Optics,,1,,,
Fiber optics,,2,,,
Fibonacci sequence,,2,,,
Fiction,,11,,,
Fictional Character,,1,,,
Field Specific Sessions,,1,,,
Field Trips,,1,,,
Field Work,,1,,,
Field research,,1,,,
Field trips,,1,,,
Fields Medal,,1,,,
Fieldwork,,2,,,
Film,,1,,,
Film making,,1,,,
FinTech,,1,likely misspelled,,
Final Exams,,1,,,
Final exams,,3,,,
Finals,,2,,,
Finals week,,1,,,
Finance,,4,,,
Financial Analysis,,2,,,
Financial Forecasting,,1,,,
Financial Modeling,,1,,,
Financial Modelling,,1,likely misspelled,,
Financial aid,,7,,,
Financial forecasting,,1,,,
Financial freedom,,2,,,
Financial independence,,1,,,
Financial literacy,,1,,,
Financial modeling,,2,,,
Financial security,,1,,,
Findings,,4,,,
Fire,,1,,,
Fire Emblem,,1,,,
Firefox,,1,,,
Firewall,,1,,,
Firewalls,,1,,,
First Impression,,1,,,
First car,,1,,,
First job,,1,,,
First kiss,,1,,,
First love,,1,,,
Fischer,,1,,,
Fischer Spassky,,1,likely misspelled,,
Fischer vs Spassky,,2,likely misspelled,,
Fish,,1,,,
Fishing spots,,1,,,
Fishing strategies,,1,,,
Fitzgerald,,1,,,
Fixing things around the house,,1,,,
Flashbacks,,1,,,
Flashcards,,2,,,
Flat Earth,,1,,,
Flexibility,,3,,,
Floral Design,,1,,,
Florence Nightingale,,1,,,
Florist,,1,,,
Flowchart,,2,,,
Fluid dynamics,,1,,,
Flynn effect,,3,,,
Focus,,5,,,
Folk Culture,,1,,,
Folk Tales,,1,,,
Food security,,1,,,
Football,,2,,,
Football Games,,1,,,
Football playbook,,1,,,
Forbes list,,3,,,
Forecasting,,2,,,
Foreign countries,,1,,,
Foreign languages,,1,,,
Foreign languages degree,,1,,,
Forensic science,,1,,,
Forensics,,1,,,
Formal,,1,,,
Formal Discussion,,1,,,
Formal Logic,,2,,,
Formal Systems,,2,,,
Formal languages,,1,,,
Formal logic,,3,,,
Formatting,,1,,,
Formulas,,4,,,
Fortnite,,2,likely misspelled,,
Forums,,1,,,
Fossils,,1,,,
Foucault,,2,,,
Fractions,,3,,,
Framework,,1,,,
Frank Herbert,,1,,,
Frankenstein,,1,,,
Frat houses,,1,,,
Fraternities,,5,,,
Free will,,1,,,
Freedom,,4,,,
Freedom of speech,,1,,,
Freelancers,,1,,,
French Revolution,,2,,,
Freshman year,,1,,,
Freud,,1,,,
Frida Kahlo,,4,likely misspelled,,
Friends,,6,,,
Friendship,,1,,,
Front End,,1,,,
Frontal lobe,,1,,,
Fulbright,,1,,,
Full ride scholarships,,1,,,
Fun,,1,,,
Functions,,7,,,
Funding,,3,,,
Funding Rounds,,1,,,
Fungi,,1,,,
Funny,,1,,,
Further studies,,1,,,
Fusion,,1,,,
Future,,7,,,
Future Trends,,1,,,
Future careers,,1,,,
Future jobs,,1,,,
Future trends,,2,,,
Futuristic,,1,,,
G,,2,,,
G Networks,,1,,,
G networks,,3,,,
G technology,,3,,,
GCHQ,,3,likely misspelled,likely an acronym,
GDPR,,1,likely misspelled,likely an acronym,General Data Protection Regulation
GDPR Compliance,,1,likely misspelled,,
GPA,,34,,likely an acronym,Grade Point Average
GPA boost,,1,,,
GPA calculator,,1,,,
GPA race,,1,,,
GPA requirements,,5,,,
GPS,,9,,likely an acronym,General Problem Solver
GPS navigation systems,,1,,,
GPS tracking,,1,,,
GPT,,1,likely misspelled,likely an acronym,GEC-Plessey Telecommunications
GPT Generative Pretrained Transformer,,1,likely misspelled,,
GPUs,,1,likely misspelled,,
GRE,,3,likely misspelled,likely an acronym,Graduate Record Examination
GRU,,3,likely misspelled,likely an acronym,Glavnoje Razvedyvatel'noje Upravlenije/Главное Разведывательное Управление
Gadamer,,1,likely misspelled,,
Gadgets,,5,,,
Gala Dinners,,1,,,
Galactic Civilizations,,2,,,
Galaxies,,2,,,
Galileo,,7,,,
Galileo Galilei,,6,likely misspelled,,
Game AI,,1,,,
Game Shows,,1,,,
Game Theory,,2,,,
Game Theory in AI,,1,,,
Game night,,1,,,
Game plan,,1,,,
Game theory,,1,,,
Games,,1,,,
Gamification,,1,likely misspelled,,
Gaming,,4,,,
Gandhi,,2,,,
Gardening,,3,,,
Garmin,,1,likely misspelled,,
Garry Kasparov,,5,,,
Gary Kasparov,,2,,,
Gates,,4,,,
Gates Foundation,,2,,,
Gates Notes,,1,,,
Gender Studies,,1,,,
Gender equality,,1,,,
Gender equality in academia,,1,,,
Gender pay gap,,1,,,
General Relativity,,3,,,
Genetic Algorithms,,1,,,
Genetic Engineering,,3,,,
Genetic algorithms,,1,,,
Genetic and environmental factors,,1,,,
Genetic engineering,,4,,,
Genetics,,8,,,
Genetics vs environment,,1,,,
Genghis Khan,,2,,,
Genius,,80,,,
Genius Hair,,1,,,
Genius club,,3,,,
Genius hair,,2,,,
Genius level,,4,,,
Genius membership,,2,,,
Genius society,,2,,,
Genomics,,1,,,
Geocaching,,1,,,
Geography,,4,,,
Geology,,2,,,
Geometry,,6,,,
Geometry proofs,,1,,,
George Orwell,,1,,,
George Washington,,1,,,
German,,7,,,
Germany,,1,,,
Getting a job,,1,,,
Ghost Towns,,1,,,
Gifted,,5,,,
Gifted Individuals,,1,,,
Gifted adults,,1,,,
Gifted and talented education,,1,,,
Gifted children,,1,,,
Giftedness,,3,likely misspelled,,
Gigafactory,,1,likely misspelled,,
Girls,,1,,,
GitHub,,5,,,
Github,,1,likely misspelled,,
Glasses,,3,,,
Global,,1,,,
Global Affairs,,1,,,
Global Awareness,,1,,,
Global Impact,,1,,,
Global Influence,,1,,,
Global Issues,,2,,,
Global Recognition,,2,,,
Global health,,1,,,
Global impact,,1,,,
Global warming,,2,,,
Globalization,,1,,,
Goal setting,,2,,,
God,,1,,,
Gold medal,,1,,,
Goldeneye,,1,likely misspelled,,
Good grades,,1,,,
Good health,,1,,,
Good memory,,1,,,
Google,,29,,,
Google Analytics,,4,likely misspelled,,
Google Assistant,,1,,,
Google Books,,1,,,
Google Chrome,,1,,,
Google DeepMind,,1,likely misspelled,,
Google Finance,,1,,,
Google Fit,,1,,,
Google Meet,,1,,,
Google Nest,,1,,,
Google Photos,,1,,,
Google Scholar,,5,,,
Google Shopping,,1,,,
Google Stadia,,1,likely misspelled,,
Google Trends,,1,,,
Google Voice,,1,,,
Google search,,2,,,
Gothic literature,,1,,,
Governance,,1,,,
Government secrets,,1,,,
Grace Hopper,,1,,,
Grade,,2,,,
Grade Point Average,,1,,,
Grades,,17,,,
Graduate school,,2,,,
Graduation,,18,,,
Graduation ceremony,,1,,,
Graduation day,,1,,,
Grammar,,5,,,
Grand Unified Theory,,1,,,
Grandmaster,,1,likely misspelled,,
Grandmasters,,1,likely misspelled,,
Grandparents,,2,,,
Grant application,,1,,,
Grant proposals,,2,,,
Grants,,6,,,
Graph Paper,,1,,,
Graph paper,,1,,,
Graphic Design,,2,,,
Graphic Novels,,2,,,
Graphics card,,1,,,
Graphs,,11,,,
Grasping,,3,,,
Grasping Concepts,,1,,,
Gratitude,,1,,,
Gravity,,6,,,
Gray Matter,,1,,,
Great Depression,,1,,,
Great Gatsby,,1,,,
Great Wall of China,,1,,,
Great thinker,,1,,,
Greek mythology,,3,,,
Green technology,,1,,,
Greta Thunberg,,1,likely misspelled,,
Grimes,,1,,,
Groundbreaking,,2,,,
Groundbreaking Research,,3,,,
Group,,1,,,
Group Dynamics,,1,,,
Group Projects,,1,,,
Group dynamics,,1,,,
Group projects,,1,,,
Group study,,1,,,
Group work,,1,,,
Growth,,5,,,
Growth Hacking,,1,,,
Guard Dog,,1,,,
Guess,,1,,,
Guest Appearances TV shows,,1,,,
Guest Lecturers,,1,,,
Guest Speaker,,1,,,
Guidance,,1,,,
Guidance Counselors,,1,,,
Guided evolution,,1,,,
Guides,,1,,,
Gun control,,2,,,
Gundam,,1,likely misspelled,,
Gunpowder,,1,,,
Gwent,,1,likely misspelled,,
Gwent The Witcher Card Game,,1,likely misspelled,,
Gym Class,,1,,,
H Index,,1,,,
H index,,1,,,
HAL,,1,,likely an acronym,Hardware Abstraction Layer
HAL from A Space Odyssey,,1,,,
HBO,,1,,likely an acronym,Home Box Office
HP,,1,,likely an acronym,Hewlett-Packard
HTML,,9,,likely an acronym,HyperText Markup Language
HTTPS,,1,likely misspelled,likely an acronym,
Hackathons,,3,likely misspelled,,
Hackers,,2,,,
Hacking,,4,,,
Hair,,6,,,
Hairdresser,,1,,,
Halloween,,1,,,
Halo,,1,,,
Hannah Arendt,,1,likely misspelled,,
Hard,,1,,,
Hard drive,,1,,,
Hard hats,,1,,,
Hard work,,2,,,
Hardback,,1,,,
Hardcover,,2,,,
Hardware,,1,,,
Harper Lee,,1,,,
Harry Potter,,3,,,
Harvard,,1,,,
Harvard Business Review,,1,,,
Harvard Law Review,,1,,,
Harvard dropout,,2,,,
Hashing,,1,,,
Hawking,,7,,,
Hawking Radiation,,2,,,
Hawking energy,,1,,,
Hawking radiation,,1,,,
Hayden Planetarium,,1,,,
Head,,3,,,
Headache,,4,,,
Headphones,,1,,,
Health,,5,,,
Health Tech,,1,,,
Health and wellness,,2,,,
Health check up,,1,,,
Health issues,,1,,,
Healthcare,,5,,,
Healthcare data,,1,,,
Healthcare innovation,,1,,,
Healthcare technology,,2,,,
Hearthstone,,2,,,
Heat,,1,,,
Hedy Lamarr,,1,likely misspelled,,
Hegel,,1,,,
Heidegger,,8,,,
Heisenberg,,2,,,
Heisenberg uncertainty principle,,1,,,
Helvetica,,1,,,
Hemingway,,5,,,
Henry Cavill,,1,likely misspelled,,
Henry Ford,,1,,,
Heraclitus,,1,,,
Heroes of Might and Magic,,2,,,
Heuristics,,3,,,
Hidden objects,,1,,,
Higgs Boson,,1,likely misspelled,,
Higgs boson,,3,likely misspelled,,
High GPA,,4,,,
High IQ,,13,,,
High IQ membership,,1,,,
High IQ societies,,2,,,
High IQ society,,4,,,
High Intelligence,,1,,,
High Salary,,1,,,
High School,,3,,,
High School completion,,1,,,
High Score,,1,,,
High academic performance,,1,,,
High achiever,,1,,,
High achievers,,2,,,
High cognition,,1,,,
High cost of living,,1,,,
High grades,,3,,,
High intelligence,,1,,,
High paying job,,1,,,
High performance,,1,,,
High salary,,1,,,
High school,,7,,,
High school auditorium,,1,,,
High school classes,,1,,,
High school projects,,1,,,
High speed internet,,1,,,
High tech Wheelchair,,1,,,
Higher education,,2,,,
Highlighters,,2,,,
Highly curious,,1,,,
Hikaru Nakamura,,2,likely misspelled,,
Histogram,,1,,,
Historians,,1,,,
Historic scientist,,1,,,
